,Book Author,Book Owner,Publication Year
88,Miguel de Cervantes Saavedra,James Joyce,1918
89,Geoffrey Chaucer,James Joyce,1915
90,Joseph Conrad,James Joyce,1916
91,Joseph Conrad,James Joyce,1915
92,Gabriele D'Annunzio,James Joyce,1917
93,William De Morgan,James Joyce,1911
94,Fyodor Dostoevsky,James Joyce,1916
95,William Kirkpatrick Magee,James Joyce,1917
96,George Eliot,James Joyce,1914
97,St. John G. Ervine,James Joyce,1917
98,nan,James Joyce,1919
99,Sigmund Freud,James Joyce,1917
100,Pierre Garnier,James Joyce,1917
101,E.A. Greene,James Joyce,1913
102,Fanny Guillermet,James Joyce,1918
103,Fanny Guillermet,James Joyce,1918
104,Fanny Guillermet,James Joyce,1919
105,Homer,James Joyce,1915
106,Gottfried Keller,James Joyce,1919
107,S. Parnell Kerr,James Joyce,1916
108,Tom M. Kettle,James Joyce,1917
109,Rudyard Kipling,James Joyce,1917
110,Louis Koemmenich,James Joyce,1919
111,Eugenio [Eugenio Noel] Muñoz Diaz,Ernest Hemingway,1915
112,[N.auth],Ernest Hemingway,1914
113,David Saville Muzzey,Ernest Hemingway,1911
114,William Allan Neilson,Ernest Hemingway,1914
115,Leo Tolstoy,Ernest Hemingway,1917
116,Wyndham Lewis,James Joyce,1918
117,Anthony Mario Ludovici,James Joyce,1915
118,Brinsley MacNamara,James Joyce,1918
119,Gustavo Magrini,James Joyce,1916
120,Heinrich Mann,James Joyce,1917
121,Edward Martyn,James Joyce,1917
122,Gustav Meyrink,James Joyce,1917
123,George Moore,James Joyce,1917
124,George Foot Moore,James Joyce,1914
125,Richard J. O'Duffy,James Joyce,1915
126,Alfred Richard Orage,James Joyce,1918
127,Seumas O'Sullivan,James Joyce,1917
128,Ferdinando Paolieri,James Joyce,1918
129,Ezra Pound,James Joyce,1915
130,Ezra Pound,James Joyce,1917
131,Forrest Reid,James Joyce,1912
132,William Riley,James Joyce,1915
133,Bertrand Russell,James Joyce,1917
134,Harry Sacher,James Joyce,1916
135,René Schickele,James Joyce,1915
136,Francis Sheehy-Skeffington,James Joyce,1916
137,Tobias Smollett,James Joyce,1917
138,Tobias Smollett,James Joyce,1915
139,Jonathan Swift,James Joyce,1916
140,Henry Arthur Treble,James Joyce,1917
141,R. G. Walshe,James Joyce,1917
142,H. G. Wells,James Joyce,1915
143,H. G. Wells,James Joyce,1912
144,Franz Werfel,James Joyce,1916
145,Virginia Woolf,James Joyce,1915
146,John Butler Yeats,James Joyce,1918
147,Marqués de la Torrecilla,Ernest Hemingway,1916
148,Edward John Trelawny,Ernest Hemingway,1914
149,Ramón del Valle-Inclán,Ernest Hemingway,1919
150,Ralph Hodgson ,W.H. Auden,1913
151,Henry Van Dyke,Ernest Hemingway,1912
152,Izaak Walton,Ernest Hemingway,1912
153,[N.auth],Ernest Hemingway,1918
154,H. G. Wells,Ernest Hemingway,1915
155,H. G. Wells,Ernest Hemingway,1914
156,Edith Wharton,Ernest Hemingway,1919
157,Stewart Edward White,Ernest Hemingway,1916
158,Christina Rossetti ,W.H. Auden,1910
159,George Crabbe ,W.H. Auden,1914
160,Susan L. Mitchell   ,Ezra Pound,1913
161,John Quinn   ,Ezra Pound,1918
162,Ezra Pound   ,Ezra Pound,1911
163,Ezra Pound   ,Ezra Pound,1915
164,Jean de Boschère   ,Ezra Pound,1917
165,Ford Madox Ford   ,Ezra Pound,1914
166,Luigi Monti   ,Ezra Pound,1910
167,Aeschylus,F. Scott Fitzgerald,1911
168,Sherwood Anderson,F. Scott Fitzgerald,1919
169,Honoré de Balzac,F. Scott Fitzgerald,1915
170,W. N. P. Barbellion,F. Scott Fitzgerald,1919
171,Robert Hugh Benson,F. Scott Fitzgerald,1913
172,Robert Hugh Benson,F. Scott Fitzgerald,1912
173,Robert Hugh Benson,F. Scott Fitzgerald,1915
174,Ambrose Bierce,F. Scott Fitzgerald,1918
175,John Peale Bishop,F. Scott Fitzgerald,1917
176,Ernest Augustus Boyd,F. Scott Fitzgerald,1918
177,Rupert Brooke,F. Scott Fitzgerald,1916
178,Willa Cather,F. Scott Fitzgerald,1918
179,Padraic Colum,F. Scott Fitzgerald,1916
180,Joseph Conrad,F. Scott Fitzgerald,1919
181,Herbert Ernest Cushman,F. Scott Fitzgerald,1910
182,Richard Harding Davis,F. Scott Fitzgerald,1919
183,Richard Harding Davis,F. Scott Fitzgerald,1917
184,Thomas Herbert Dickinson,F. Scott Fitzgerald,1916
185,Theodore Dreiser,F. Scott Fitzgerald,1911
186,Theodore Dreiser,F. Scott Fitzgerald,1915
187,St. John S. Ervine,F. Scott Fitzgerald,1918
188,Ronald Firbank,F. Scott Fitzgerald,1916
189,F. Scott Fitzgerald,F. Scott Fitzgerald,1915
190,F. Scott Fitzgerald,F. Scott Fitzgerald,1916
191,Robert Frost,F. Scott Fitzgerald,1916
192,Allen Upward   ,Ezra Pound,1913
193,Katharine Fullerton Gerould,F. Scott Fitzgerald,1914
194,Owen Hatteras,F. Scott Fitzgerald,1917
195,Ian Hay,F. Scott Fitzgerald,1917
196,Albertino Mussato   ,Ezra Pound,1914
197,[N.auth]   ,Ezra Pound,1919
198,L. Logatti   ,Ezra Pound,1910
199,Thomas Humphry Ward   ,Ezra Pound,1918
200,Fru Lillie Greenough Moulton Hegermann-Lindencrone,F. Scott Fitzgerald,1912
201,Henry Slonimsky   ,Ezra Pound,1912
202,Ford Madox Ford   ,Ezra Pound,1911
203,Richard Aldington   ,Ezra Pound,1919
204,Arnold Dolmetsch   ,Ezra Pound,1915
205,Bolton King   ,Ezra Pound,1914
206,Walter Morse Rummel   ,Ezra Pound,1913
207,Ezra Pound   ,Ezra Pound,1916
208,Ezra Pound   ,Ezra Pound,1917
209,William Sellers   ,Ezra Pound,1910
210,Joseph Campbell   ,Ezra Pound,1911
211,George Washington Crile   ,Ezra Pound,1915
212,Walter Morse Rummel   ,Ezra Pound,1911
213,Ford Madox Ford   ,Ezra Pound,1915
214,Ernest Francisco Fenollosa   ,Ezra Pound,1916
215,T. G. Masaryk   ,Ezra Pound,1918
216,John Butler Yeats   ,Ezra Pound,1917
217,Ezra Pound   ,Ezra Pound,1913
218,von der Vogelweide Walther   ,Ezra Pound,1913
219,A. G. Villoldo   ,Ezra Pound,1913
220,Pierre de Bourdeille Brantôme   ,Ezra Pound,1918
221,Vicente Blasco Ibanez,F. Scott Fitzgerald,1919
222,Owen Johnson,F. Scott Fitzgerald,1912
223,Lionel Pigot Johnson   ,Ezra Pound,1915
224,Wilfrid Scawen Blunt   ,Ezra Pound,1914
225,Lionel Pigot Johnson   ,Ezra Pound,1911
226,Fritz R. Vanderpyl   ,Ezra Pound,1919
227,Ezra Pound   ,Ezra Pound,1919
228,Ezra Pound   ,Ezra Pound,1912
229,Leo Frobenius   ,Ezra Pound,1910
230,Karl Baedeker (firm),Ernest Hemingway,1911
231,Edgar Lee Masters   ,Ezra Pound,1912
232,Guido Cavalcanti   ,Ezra Pound,1912
233,Alice Corbin Henderson   ,Ezra Pound,1912
234,E. V. Malderen   ,Ezra Pound,1919
235,Wyndham Lewis   ,Ezra Pound,1917
236,Alfonso Lazzari   ,Ezra Pound,1915
237,Blanche Mary Kelly,F. Scott Fitzgerald,1916
238,William John Locke,Ernest Hemingway,1914
239,Shane Leslie,F. Scott Fitzgerald,1917
240,Ezra Pound   ,Ezra Pound,1919
241,Ezra Pound   ,Ezra Pound,1919
242, Edgar Lee Masters   ,Ezra Pound,1912
243,George Michel Lucien La Branche,Ernest Hemingway,1914
244,Marie Belloc Lowndes,Ernest Hemingway,1916
245,Arnold Henry Savage Landor,Ernest Hemingway,1910
246,Edmund Garratt Gardner              ,e.e. cummings,1912
247,Gaston Lavalley,Ernest Hemingway,1914
248,John Lingard,F. Scott Fitzgerald,1914
249,Gertrude Russell Lewis,Ernest Hemingway,1917
250,Edward Cummings              ,e.e. cummings,1917
251,Compton Mackenzie,F. Scott Fitzgerald,1914
252,Elizabeth Clay Rogers Magoffin,F. Scott Fitzgerald,1914
253,Harvard University. Class of 1915.              ,e.e. cummings,1915
254,Kaiser Man who dined with the,F. Scott Fitzgerald,1916
255,John Masefield,F. Scott Fitzgerald,1917
256,Robert Rutherford McCormick,F. Scott Fitzgerald,1915
257,H.L. Mencken,F. Scott Fitzgerald,1913
258,H. L. Mencken,F. Scott Fitzgerald,1917
259,Samuel Merwin,F. Scott Fitzgerald,1917
260,Harriet Monroe,F. Scott Fitzgerald,1917
261,[N.auth],F. Scott Fitzgerald,1916
262,Charles Gilman Norris,F. Scott Fitzgerald,1918
263,Alfred Noyes,F. Scott Fitzgerald,1916
264,Sophocles              ,e.e. cummings,1911
265,Louis Raemaekers,Ernest Hemingway,1917
266,Francis Turner Palgrave,F. Scott Fitzgerald,1911
267,Henry Spackman Pancoast,F. Scott Fitzgerald,1911
268,Arbiter Petronius,F. Scott Fitzgerald,1913
269,Jean de Pierrefeu,F. Scott Fitzgerald,1919
270,Jean de Pierrefeu,F. Scott Fitzgerald,1919
271,Plato,F. Scott Fitzgerald,1910
272,Princeton University Class of 1916,F. Scott Fitzgerald,1914
273,Princeton University Class of 1917,F. Scott Fitzgerald,1915
274,Princeton University Triangle Club,F. Scott Fitzgerald,1916
275,Marcel Dieulafoy              ,e.e. cummings,1913
276,Anton Kristen Nyström,Ernest Hemingway,1919
277,Sir Charles William Chadwick Oman,Ernest Hemingway,1911
278,Sir Charles William Chadwick Oman,Ernest Hemingway,1914
279,Sir Arthur Thomas Quiller-Couch,Ernest Hemingway,1918
280,Sir Arthur Thomas Quiller-Couch,Ernest Hemingway,1912
281,Sir Alfred Edward Pease,Ernest Hemingway,1914
282,Alejandro [Don Pio] Pérez Lugín,Ernest Hemingway,1919
283,Alejandro [Don Pio] Pérez Lugín,Ernest Hemingway,1911
284,G. de Pernau,Ernest Hemingway,1913
285,Lasalle Corbell Pickett,Ernest Hemingway,1913
286,Arthur C. Rogers,F. Scott Fitzgerald,1919
287,Ezra Pound,Ernest Hemingway,1916
288,Attilio Loyola,Ernest Hemingway,1918
289,Italy.,Ernest Hemingway,1918
290,Algernon Charles Swinburne,F. Scott Fitzgerald,1910
291,Henry Van Dyke,F. Scott Fitzgerald,1919
292,Paul Verlaine,F. Scott Fitzgerald,1914
293,Williamson Updike Vreeland,F. Scott Fitzgerald,1910
294,Reginald J. J. Watt,F. Scott Fitzgerald,1918
295,H. G. Wells,F. Scott Fitzgerald,1918
296,Edith Wharton,F. Scott Fitzgerald,1919
297,Stephen French Whitman,F. Scott Fitzgerald,1910
298,Oscar Wilde,F. Scott Fitzgerald,1915
299,Oscar Wilde,F. Scott Fitzgerald,1915
300,Jesse Lynch Williams,F. Scott Fitzgerald,1912
301,Rudyard Kipling              ,e.e. cummings,1910
302,Henri Bergson,James Joyce,1914
303,Georg Morris Cohen Brandes,James Joyce,1911
304,May Clarissa Gillington Byron,James Joyce,1911
305,Salomon Funk,James Joyce,1910
306,Homer,James Joyce,1914
307,Anna Brownell Murphy Jameson,James Joyce,1910
308,Ernest Jones,James Joyce,1911
309,Edgar Rees Jones,James Joyce,1913
310,Ezra Pound              ,e.e. cummings,1915
311,Lascelles Abercrombie  ,W.B. Yeats,1910
312,C. G. M. Adam  ,W.B. Yeats,1916
313,Henry Adams  ,W.B. Yeats,1918
314,Henry Adams  ,W.B. Yeats,1913
315,Morley Adams  ,W.B. Yeats,1913
316,Richard Aldington  ,W.B. Yeats,1915
317,Antonio Aliotta  ,W.B. Yeats,1914
318,Ella S. Armitage  ,W.B. Yeats,1912
319,[N.auth]  ,W.B. Yeats,1910
320,Karl Baedeker  publishers  Leipzig,W.B. Yeats,1912
321,T. S. Eliot  ,W.B. Yeats,1917
322,T. S. Eliot  ,W.B. Yeats,1917
323,T. S. Eliot  ,W.B. Yeats,1917
324,Editors of the Encyclopaedia Brittanica  ,W.B. Yeats,1911
325,[N.auth]  ,W.B. Yeats,1915
326,John Locke Estens  ,W.B. Yeats,1912
327,Prins av Sverige Eugen  ,W.B. Yeats,1912
328,Euripides  ,W.B. Yeats,1912
329,Ernest Rhys  ,W.B. Yeats,1910
330,Editors of The Evening World  ,W.B. Yeats,1917
331,Theodor Fechner  ,W.B. Yeats,1914
332,Gustave Flaubert  ,W.B. Yeats,1910
333,James Elroy Flecker  ,W.B. Yeats,1916
334,F. S. Flint  ,W.B. Yeats,1915
335,Grace Warrack  ,W.B. Yeats,1914
336,Austin O. Spare  ,W.B. Yeats,1916
337,Alfred Charles Auguste Foucher  ,W.B. Yeats,1917
338,Sir James George Frazer  ,W.B. Yeats,1913
339,Sir James George Frazer  ,W.B. Yeats,1911
340,Sir James George Frazer  ,W.B. Yeats,1911
341,Sir James George Frazer  ,W.B. Yeats,1911
342,Sir James George Frazer  ,W.B. Yeats,1912
343,James George Frazer  ,W.B. Yeats,1913
344,Sir James George Frazer  ,W.B. Yeats,1915
345,Charles Johnston  ,W.B. Yeats,1913
346,Arthur Gardner  ,W.B. Yeats,1915
347,Charles Gardner  ,W.B. Yeats,1919
348,Edward Gibbon  ,W.B. Yeats,1914
349,George Arthur Greene  ,W.B. Yeats,1912
350,Alice Drayton Greenwood  ,W.B. Yeats,1913
351,Lady Gregory  ,W.B. Yeats,1911
352,Lady Gregory  ,W.B. Yeats,1918
353,Lady Gregory  ,W.B. Yeats,1912
354,Lady Gregory  ,W.B. Yeats,1912
355,Lady Gregory  ,W.B. Yeats,1912
356,Lady Gregory  ,W.B. Yeats,1912
357,Lady Gregory  ,W.B. Yeats,1913
358,Arthur Griffith  ,W.B. Yeats,1918
359,Editors of The Gypsy  ,W.B. Yeats,1915
360,Daniel Halévy  ,W.B. Yeats,1911
361,H. R. Hall  ,W.B. Yeats,1915
362,Thomas Hardy  ,W.B. Yeats,1910
363,Gerhart Hauptmann  ,W.B. Yeats,1913
364,Gerhart Johann Robert Hauptmann  ,W.B. Yeats,1911
365,Sven Hedin  ,W.B. Yeats,1910
366,T. F. Henderson  ,W.B. Yeats,1910
367,Hermes Trismegistus  ,W.B. Yeats,1913
368,Sebastian Evans  ,W.B. Yeats,1910
369,Ludvig Holberg  ,W.B. Yeats,1912
370,Joseph Maunsell Hone  ,W.B. Yeats,1915
371,Gerard Manley Hopkins  ,W.B. Yeats,1918
372,E. P. Horrwitz  ,W.B. Yeats,1912
373,William T. Horton  ,W.B. Yeats,1910
374,Ford Madox Ford  ,W.B. Yeats,1910
375,Laurence Binyon  ,W.B. Yeats,1913
376,Juliette Alexandre Bisson   ,W.B. Yeats,1914
377,Jethro Bithell  ,W.B. Yeats,1913
378,William Blake  ,W.B. Yeats,1910
379,John Sampson  ,W.B. Yeats,1914
380,pseud. [i.e. Sir John George Woodroffe]. Arthur Avalon  ,W.B. Yeats,1913
381,James H. Hyslop  ,W.B. Yeats,1918
382,Henrik Ibsen  ,W.B. Yeats,1917
383,Henrik Isben  ,W.B. Yeats,1915
384,William Ralph Inge  ,W.B. Yeats,1918
385,Editors of The English Review  ,W.B. Yeats,1918
386,Jakob Boehme  ,W.B. Yeats,1914
387,Jakob Bo_hme  ,W.B. Yeats,1910
388,Jakob Boehme  ,W.B. Yeats,1911
389,Norma Borthwick  ,W.B. Yeats,1914
390,Norma Borthwick  ,W.B. Yeats,1919
391,James Boswell  ,W.B. Yeats,1912
392,Gordon Bottomley  ,W.B. Yeats,1912
393,Ernest Augustus Boyd  ,W.B. Yeats,1917
394,William Boyle  ,W.B. Yeats,1910
395,Robert Frederick Brewer  ,W.B. Yeats,1912
396,Robert Bridges  ,W.B. Yeats,1914
397,William James  ,W.B. Yeats,1910
398,Francis Jammes  ,W.B. Yeats,1917
399,Francis Jammes  ,W.B. Yeats,1918
400,Francis Jammes  ,W.B. Yeats,1914
401,Saint John of the Cross  ,W.B. Yeats,1916
402,Lionel Pigot Johnson  ,W.B. Yeats,1915
403,Lionel Pigot Johnson  ,W.B. Yeats,1911
404,Edward Johnston  ,W.B. Yeats,1913
405,Ben Jonson  ,W.B. Yeats,1919
406,Ben Jonson  ,W.B. Yeats,1912
407,Ernst Josephson  ,W.B. Yeats,1912
408,Editors of The Journal of the Alchemical Society  ,W.B. Yeats,1913
409,Editors of The Journal of the Alchemical Society  ,W.B. Yeats,1913
410,Editors of The Journal of the Alchemical Society  ,W.B. Yeats,1914
411,James Joyce  ,W.B. Yeats,1914
412,James Joyce  ,W.B. Yeats,1914
413,James Joyce  ,W.B. Yeats,1918
414,James Joyce  ,W.B. Yeats,1917
415,Pierre Jean Jouve  ,W.B. Yeats,1912
416,Emperor of Rome Julian  ,W.B. Yeats,1913
417,C. G. Jung  ,W.B. Yeats,1917
418,Kabir  ,W.B. Yeats,1915
419,Kabir  ,W.B. Yeats,1914
420,Immanuel Kant  ,W.B. Yeats,1915
421,Immanuel Kant  ,W.B. Yeats,1911
422,Anna Bonus Kingsford  ,W.B. Yeats,1916
423,Kingsway Theatre  ,W.B. Yeats,1914
424,Tsurayuki Ki  ,W.B. Yeats,1912
425,Josip Kosor  ,W.B. Yeats,1918
426,Walter Savage Landor  ,W.B. Yeats,1911
427,Walter Savage Landor  ,W.B. Yeats,1913
428,Carl Larsson  ,W.B. Yeats,1910
429,William John Lawrence  ,W.B. Yeats,1913
430,W. J. Lawrence  ,W.B. Yeats,1912
431,William John Lawrence  ,W.B. Yeats,1913
432,Alan Leo  ,W.B. Yeats,1911
433,Alan Leo  ,W.B. Yeats,1912
434,Wyndham Lewis  ,W.B. Yeats,1919
435,Editors of Light  ,W.B. Yeats,1916
436,Edward Henry Gordon Craig  ,W.B. Yeats,1913
437,John Avery Lomax  ,W.B. Yeats,1916
438,Cesare Lombroso  ,W.B. Yeats,1910
439,Helen Waddell  ,W.B. Yeats,1913
440,Thomas MacDonagh  ,W.B. Yeats,1916
441,Thomas MacDonagh  ,W.B. Yeats,1913
442,Thomas MacDonagh  ,W.B. Yeats,1913
443,James Ramsay MacDonald  ,W.B. Yeats,1917
444,William McDougall  ,W.B. Yeats,1913
445,John McTaggart Ellis McTaggart  ,W.B. Yeats,1910
446,John McTaggart Ellis McTaggart  ,W.B. Yeats,1910
447,John McTaggart Ellis McTaggart  ,W.B. Yeats,1915
448,John McTaggart Ellis McTaggart  ,W.B. Yeats,1918
449,Francis Maitland  ,W.B. Yeats,1917
450,Frederic Manning  ,W.B. Yeats,1910
451,Editors of the Marionette  ,W.B. Yeats,1918
452,Ernest Marriott  ,W.B. Yeats,1911
453,Ernest Marriott  ,W.B. Yeats,1911
454,Sir Edward Marsh  ,W.B. Yeats,1915
455,John Masefield  ,W.B. Yeats,1910
456,John Masefield  ,W.B. Yeats,1912
457,John Masefield  ,W.B. Yeats,1915
458,John Masefield  ,W.B. Yeats,1916
459,John Masefield  ,W.B. Yeats,1918
460,John Masefield  ,W.B. Yeats,1918
461,John Masefield  ,W.B. Yeats,1917
462,John Masefield  ,W.B. Yeats,1914
463,John Masefield  ,W.B. Yeats,1919
464,John Masefield  ,W.B. Yeats,1910
465,John Masefield  ,W.B. Yeats,1912
466,John Masefield  ,W.B. Yeats,1911
467,Edgar Lee Masters  ,W.B. Yeats,1915
468,Bilhana  ,W.B. Yeats,1919
469,Edward Powys Mathers  ,W.B. Yeats,1919
470,G. R. S. Mead  ,W.B. Yeats,1910
471,G. R. S. Mead  ,W.B. Yeats,1910
472,Charles Meryon  ,W.B. Yeats,1914
473,Everard Meynell  ,W.B. Yeats,1913
474,Michelangelo Buonarroti  ,W.B. Yeats,1912
475,Jean Baptiste de Moliére  ,W.B. Yeats,1910
476,Miguel de Molinos  ,W.B. Yeats,1911
477,Miguel de Molinos  ,W.B. Yeats,1911
478,Walter Nugent Monck  ,W.B. Yeats,1913
479,Walter Nugent Monck  ,W.B. Yeats,1913
480,Harold Monro  ,W.B. Yeats,1914
481,Harold Monro  ,W.B. Yeats,1917
482,Nicolas de Montfaucon de Villars  ,W.B. Yeats,1913
483,George Moore  ,W.B. Yeats,1913
484,George Moore  ,W.B. Yeats,1911
485,T. Sturge Moore  ,W.B. Yeats,1910
486,T. Sturge Moore  ,W.B. Yeats,1914
487,T. Sturge Moore  ,W.B. Yeats,1917
488,T. Sturge Moore  ,W.B. Yeats,1911
489,T. Sturge Moore  ,W.B. Yeats,1914
490,T. Sturge Moore  ,W.B. Yeats,1911
491,H. N. Morris  ,W.B. Yeats,1915
492,William Morris  ,W.B. Yeats,1910
493,Walter Murdoch  ,W.B. Yeats,1918
494,Sarojini Naidu  ,W.B. Yeats,1917
495,Sarojini Naidu  ,W.B. Yeats,1912
496,Ananda Kentish Coomaraswamy  ,W.B. Yeats,1917
497,John Henry Cardinal Newman  ,W.B. Yeats,1911
498,Robert Nichols  ,W.B. Yeats,1917
499,Robert Nichols  ,W.B. Yeats,1918
500,Robert Malise Bowyer Nichols  ,W.B. Yeats,1915
501,Robert Malise Bowyer Nichols  ,W.B. Yeats,1915
502,Robert Malise Bowyer Nichols  ,W.B. Yeats,1915
503,Friedrich Wilhelm Nietzsche  ,W.B. Yeats,1910
504,Yoné Noguchi  ,W.B. Yeats,1912
505,Yoné Noguchi  ,W.B. Yeats,1915
506,Yoné Noguchi  ,W.B. Yeats,1914
507,Arnold Bax  ,W.B. Yeats,1918
508,Arnold Bax  ,W.B. Yeats,1918
509,Patrick Sarsfield O'Hegarty  ,W.B. Yeats,1919
510,Shaemas O'Sheel  ,W.B. Yeats,1911
511,Seumas O'Sullivan  ,W.B. Yeats,1912
512,Herbert Edward Palmer  ,W.B. Yeats,1918
513,Herbert Edward Palmer  ,W.B. Yeats,1918
514,Pausanias  ,W.B. Yeats,1918
515,Padraic Pearse  ,W.B. Yeats,1917
516,Charles Péguy  ,W.B. Yeats,1910
517,Charles Péguy  ,W.B. Yeats,1916
518,A. J. Penny  ,W.B. Yeats,1912
519,Woislav M. Petrovitch  ,W.B. Yeats,1914
520,Eden Phillpotts  ,W.B. Yeats,1912
521,Luigi Pirandello  ,W.B. Yeats,1919
522,Pope Pius  ,W.B. Yeats,1910
523,Victor Gustave Plarr  ,W.B. Yeats,1914
524,Titus Maccius Plautus  ,W.B. Yeats,1914
525,Plotinus  ,W.B. Yeats,1917
526,Ezra Pound  ,W.B. Yeats,1911
527,Ezra Pound  ,W.B. Yeats,1915
528,M. de Fontenelle  ,W.B. Yeats,1917
529,Ezra Pound  ,W.B. Yeats,1916
530,Ezra Pound  ,W.B. Yeats,1916
531,Ezra Pound  ,W.B. Yeats,1917
532,Ezra Pound  ,W.B. Yeats,1916
533,Ezra Pound  ,W.B. Yeats,1918
534,Ezra Pound  ,W.B. Yeats,1912
535,Ezra Pound  ,W.B. Yeats,1912
536,Ezra Pound  ,W.B. Yeats,1910
537,Ezra Pound  ,W.B. Yeats,1915
538,Ezra Pound  ,W.B. Yeats,1915
539,Ezra Pound  ,W.B. Yeats,1914
540,Ernest Francisco Fenollosa  ,W.B. Yeats,1916
541,Editors of Proceedings of the Society for Psychical Research  ,W.B. Yeats,1915
542,Sir Arthur Thomas Quiller-Couch  ,W.B. Yeats,1912
543,John Quinn  ,W.B. Yeats,1917
544,John Quinn  ,W.B. Yeats,1917
545,John Quinn  ,W.B. Yeats,1917
546,John Quinn  ,W.B. Yeats,1917
547,Forrest Reid  ,W.B. Yeats,1915
548,Charles S. Ricketts  ,W.B. Yeats,1913
549,R.A. Charles Ricketts  ,W.B. Yeats,1910
550,John M. Robertson  ,W.B. Yeats,1911
551,Lennox Robinson  ,W.B. Yeats,1915
552,Lennox Robinson  ,W.B. Yeats,1912
