,Book Author,Book Owner,Book Title,Publication Year
3659,olaf ruhen,ernest hemingway,Land of Dahori: tales of New Guinea,1957
3660,juan ruiz,ernest hemingway,The book of good love of the Archpriest of Hita,1933
3661,antonio ruiz vilaplana,ernest hemingway,Doy fe... un año de actuación en la España nacionalista,1937
3662,antonio ruiz vilaplana,ernest hemingway,Sous la foi du serment : une année en Espagne nationaliste,1937
3663,damon runyon,ernest hemingway,Runyon first and last,1949
3664,arch ruport,ernest hemingway,The art of cockfighting,1949
3665,charles marion russell,ernest hemingway,Good medicine: memories of the real West,1936
3666,dean russell,ernest hemingway,The TVA idea,1949
3667,don russell,ernest hemingway,The lives and legends of Buffalo Bill,1960
3668,peter russell (ed.),ernest hemingway,Ezra Pound: a collection of essays to be presented to Ezra Pound on his sixty-fifth birthday,1950
3669,peter russell (ed.),ernest hemingway,An examination of Ezra Pound: a collection of essays,1950
3670,william howard russell,ernest hemingway,The British expedition to the Crimea,1858
3671,ministry of foreign affairs russia (u.s.s.r.),ernest hemingway,Correspondence between the Chairman of the Council of Ministers of the U.S.S.R. and the Presidents of the U.S.A. and the,1957
3672,nikola_ ivanovich bukharin,ernest hemingway,"Report of court proceedings in the case of the anti-soviet ""bloc of Rights and Trotskyites,"" heard before the...",1938
3673,nunzio russo,ernest hemingway,"Inferno meridiano: diario di poesia, 1937-1950",1950
3674,george herman ruth,ernest hemingway,The Babe Ruth story as told to Bob Considine,1948
3675,cornelius ryan,ernest hemingway,"The longest day: June 6, 1944",1959
3676,mildred graves ryan,ernest hemingway,Thrift with a needle: the complete book of mending,1954
3677,robert finnegan,ernest hemingway,The lying ladies,1948
3678,jaime sabartés,ernest hemingway,"Picasso, an intimate portrait",1948
3679,rafael sabatini,ernest hemingway,Mistress Wilding; a romance,1946
3680,fernando tavares sabino,ernest hemingway,O encontro marcado: romance,1959
3681,w. sader,ernest hemingway,Soñando mi camino (Dreaming my way): poemas,1960
3682,joseph t. shaw,ernest hemingway,The hard-boiled omnibus : early stories from Black Mask,1952
3683,joseph t. shaw,ernest hemingway,The Hard-boiled omnibus : early stories from Black Mask,1946
3684,theodore l. shaw,ernest hemingway,"Precious rubbish, as raked out of current criticism and commented on",1956
3685,wilbur shaw,ernest hemingway,"Gentlemen, start your engines",1955
3686,nancy shea,ernest hemingway,The army wife,1948
3687,vincent sheean,ernest hemingway,"Bird of the wilderness, a novel",1941
3688,vincent sheean,ernest hemingway,"A day of battle, a novel",1938
3689,vincent sheean,ernest hemingway,The eleventh hour,1939
3690,vincent sheean,ernest hemingway,First and last love,1956
3691,vincent sheean,ernest hemingway,Nehru: the years of power,1960
3692,vincent sheean,ernest hemingway,Personal history,1935
3693,vincent sheean,ernest hemingway,Sanfelice; a novel,1936
3694,donald henry sheehan,ernest hemingway,This was publishing : a chronicle of the book trade in the gilded age,1952
3695,charles sheldon,ernest hemingway,The wilderness of Denali; explorations of a hunter-naturalist in northern Alaska,1930
3696,samuel shellabarger,ernest hemingway,Captain from Castile,1951
3697,percy bysshe shelley,ernest hemingway,Adonais : texto inglés con la versión castellana,1941
3698,percy bysshe shelley,ernest hemingway,Selected poetry and prose,1951
3699,edwin colston shepherd,ernest hemingway,The military aeroplane,1941
3700,thomas boswell shepherd,ernest hemingway,The noble art; an anthology,1950
3701,eric william sheppard,ernest hemingway,Tanks in the next war,1938
3702,harold morrow sherman,ernest hemingway,"Tahara, boy mystic of India",1933
3703,robert lee sherrod,ernest hemingway,Tarawa; the story of a battle,1944
3704,edna sherry,ernest hemingway,Sudden fear,1952
3705,robert e. sherwood,ernest hemingway,"Roosevelt and Hopkins, an intimate history",1948
3706,robert e. sherwood,ernest hemingway,There shall be no night,1940
3707,m. p. shiel,ernest hemingway,Cold steel,1929
3708,john a. shimer,ernest hemingway,This sculptured earth: the landscape of America,1959
3709,evan shipman,ernest hemingway,Free for all,1935
3710,william l. shirer,ernest hemingway,The traitor,1951
3711,brant shoemaker,ernest hemingway,"Taps, and other poems",1959
3712,peter joseph steincrohn,ernest hemingway,What you can do for high blood pressure,1947
3713,henri de monfreid,ernest hemingway,Le naufrage de la Marietta,1934
3714,henri de monfreid,ernest hemingway,Les secrets de la mer Rouge,1931
3715,henri de monfreid,ernest hemingway,Vers les terres hostiles de l'Éthiopie,1933
3716,adrienne monnier,ernest hemingway,"Les gazettes, 1925-1945",1953
3717,nicholas monsarrat,ernest hemingway,The cruel sea,1953
3718,nicholas monsarrat,ernest hemingway,The cruel sea,1951
3719,nicholas monsarrat,ernest hemingway,The tribe that lost its head,1956
3720,nicholas monsarrat,ernest hemingway,The tribe that lost its head,1956
3721,ashley montagu,ernest hemingway,The natural superiority of women,1953
3722,michel eyquem de montaigne,ernest hemingway,The essays of Michel de Montaigne,1946
3723,leslie alexander [lynn doyle] montgomery,ernest hemingway,Ballygullion ballads and other verses,1936
3724,robert hiester montgomery,ernest hemingway,"Auditing theory and practice, 6th ed.",1944
3725,viscount bernard law montgomery montgomery of alamein,ernest hemingway,Normandy to the Baltic,1948
3726,adhémar montgon,ernest hemingway,L'Égypte: Illustrations en couleurs de Marilac,1946
3727,henry de montherlant,ernest hemingway,Les bestiaires,1926
3728,henry de montherlant,ernest hemingway,Les célibataires,1934
3729,montres rolex s.a.,ernest hemingway,"Rolex jubilee vade mecum, 4 vols.",1946
3730,lynn montross,ernest hemingway,War through the ages,1944
3731,lorna moon,ernest hemingway,Doorways in Drumorty,1925
3732,audrey moore,ernest hemingway,Serengeti,1939
3733,audrey moore,ernest hemingway,Serengeti,1939
3734,brian moore,ernest hemingway,The Feast of Lupercal,1957
3735,donald moore,ernest hemingway,Scramble six hurricanes,1958
3736,ernst d. moore,ernest hemingway,Ivory: scourge of Africa,1931
3737,george moore,ernest hemingway,Hail and farewell!,1914
3738,george moore,ernest hemingway,Héloïse and Abélard,1925
3739,george moore,ernest hemingway,Salve,1916
3740,ian melville stephens,ernest hemingway,"Horned moon: an account of a journey through Pakistan, Kashmir and Afghanistan",1953
3741,jessie bane stephenson,ernest hemingway,From old stencils to silk screening; a practical guide,1953
3742,gladys bronwyn stern,ernest hemingway,No son of mine,1948
3743,james stern,ernest hemingway,The hidden damage,1947
3744,richard martin stern,ernest hemingway,These unlucky deeds,1960
3745,fritz sternberg,ernest hemingway,How to stop the Russians without war,1948
3746,laurence sterne,ernest hemingway,"The life and opinions of Tristram Shandy, gentleman",1935
3747,laurence sterne,ernest hemingway,"The life and opinions of Tristram Shandy, gentleman",1925
3748,arthur steuer,ernest hemingway,Rebel gun,1956
3749,austin stevens,ernest hemingway,Time & Money,1959
3750,william oliver stevens,ernest hemingway,Pistols at ten paces; the story of the code of honor in America,1940
3751,robert louis stevenson,ernest hemingway,A child's garden of verses,1944
3752,stoeger arms,ernest hemingway,The Shooter's Bible No. 40,1949
3753,stoeger arms,ernest hemingway,"The Shooter's Bible (WORLDS GREATEST GUN BOOK, 49th Edition 1958)",1958
3754,stoeger arms,ernest hemingway,The Shooter's Bible 46th Edition 1955,1955
3755,stoeger arms,ernest hemingway,The Shooter's Bible,1940
3756,jean bowie shor,ernest hemingway,"After you, Marco Polo",1955
3757,seymour epstein,ernest hemingway,Short story 1,1958
3758,robert creeley,ernest hemingway,Short story 3,1960
3759,angus h. shortt,ernest hemingway,Sports afield collection of Know your ducks and geese,1948
3760,ellis w. shuler,ernest hemingway,Rocks and rivers of America,1945
3761,irving shulman,ernest hemingway,The Amboy dukes,1947
3762,sasha siemel,ernest hemingway,Tigrero!,1953
3763,arnold silcock,ernest hemingway,Introduction to Chinese art and history,1948
3764,alan sillitoe,ernest hemingway,"The general, a novel",1960
3765,alan sillitoe,ernest hemingway,The loneliness of the long-distance runner,1960
3766,ignazio silone,ernest hemingway,Bread and wine,1937
3767,ignazio silone,ernest hemingway,Fontamara,1934
3768,katherine susan anthony,ernest hemingway,Marie Antoinette,1936
3769,ignazio silone,ernest hemingway,A handful of blackberries,1953
3770,ignazio silone,ernest hemingway,The secret of Luca,1958
3771,anthropological society of washington,ernest hemingway,New interpretations of aboriginal American culture history,1955
3772,ignazio silone,ernest hemingway,Il seme sotto la neve,1950
3773,[n.auth],ernest hemingway,Antologia Einaudi. 1948,1948
3774,concepción silva bélinzon,ernest hemingway,"La ciudad invisible, poesía",1959
3775,tommaso antongini,ernest hemingway,D'Annunzio,1938
3776,concepción silva bélinzon,ernest hemingway,Los reyes de oro,1953
3777,[n.auth],ernest hemingway,"Anuario bibliográfico colombiano, 1951-1956.",1958
3778,guillaume apollinaire,ernest hemingway,La femme assise,1920
3779,harry calman appel,ernest hemingway,"The wedding of the seven dwarfs to the seven dwarf ladies; maid of honor, Naomi Appel",1952
3780,john appleby,ernest hemingway,Barbary hoard,1952
3781,augustus c. appler,ernest hemingway,The Younger brothers : their life and character,1955
3782,sir richard francis burton,ernest hemingway,"The Arabian nights' entertainments; or, The book of a thousand nights and a night",1932
3783,louis aragon,ernest hemingway,Aurélien,1947
3784,louis aragon,ernest hemingway,Hourra l'Oural : poèmes,1934
3785,louis aragon,ernest hemingway,Residential quarter,1938
3786,oscar arango y mestre,ernest hemingway,Preparación y aplicación de insecticidas,1938
3787,georges simenon,ernest hemingway,Au rendez-vous des Terre-Neuvas,1931
3788,georges simenon,ernest hemingway,Le blanc à lunettes,1937
3789,luis araquistáin,ernest hemingway,La guerra desde Londres (las armas y las letras),1942
3790,germán arciniegas,ernest hemingway,Los comuneros,1938
3791,césar del arco,ernest hemingway,"Lidia sin cuernos; cómo, por qué y quienes ""afeitan"" a los toros bravos",1953
3792,charles jean jacques joseph ardant du picq,ernest hemingway,Battle studies; ancient and modern battle,1947
3793,leon arden,ernest hemingway,The savage place,1958
3794,georges simenon,ernest hemingway,Ceux de la soif : Le cheval blanc : Les inconnus dans la maison,1951
3795,robert ardrey,ernest hemingway,The brotherhood of fear,1952
3796,georges simenon,ernest hemingway,"Le charretier de ""La Providence""",1931
3797,marqués de arellano,ernest hemingway,Cuentos de marea baja y otras prosas,1951
3798,dante arfelli,ernest hemingway,The fifth generation,1953
3799,georges simenon,ernest hemingway,Chemin sans issue,1938
3800,georges simenon,ernest hemingway,Chez les Flamands,1932
3801,georges simenon,ernest hemingway,Le chien jaune,1931
3802,georges simenon,ernest hemingway,Le coup de lune,1933
3803,georges simenon,ernest hemingway,Le coup de vague,1939
3804,georges simenon,ernest hemingway,Les demoiselles de Concarneau,1936
3805,robert louis stevenson,ernest hemingway,Dr. Jekyll and Mr. Hyde and an island voyage,1948
3806,georges simenon,ernest hemingway,L'écluse No. 1,1933
3807,georges simenon,ernest hemingway,L'évadé,1936
3808,georges simenon,ernest hemingway,Faubourg,1937
3809,robert louis stevenson,ernest hemingway,Novels & stories,1946
3810,georges simenon,ernest hemingway,45_ a_ l'ombre; Les clients d'Avrenos; Quartier ne_gre,1951
3811,robert louis stevenson,ernest hemingway,Strange case of Dr. Jekyll and Mr. Hyde,1952
3812,grace moore,ernest hemingway,You're only human once,1944
3813,marianne moore,ernest hemingway,Collected poems,1951
3814,marianne moore,ernest hemingway,Marriage,1923
3815,marianne moore,ernest hemingway,Predilections,1955
3816,marianne moore,ernest hemingway,Selected poems,1935
3817,georges simenon,ernest hemingway,Le fou de Bergerac,1932
3818,nicholas moore (ed.),ernest hemingway,The PL book of modern American short stories,1945
3819,pamela moore,ernest hemingway,Chocolates for breakfast,1957
3820,georges simenon,ernest hemingway,The hitchhiker,1957
3821,alan moorehead,ernest hemingway,Eclipse,1945
3822,alan moorehead,ernest hemingway,Gallipoli,1956
3823,alan moorehead,ernest hemingway,Montgomery: a biography,1946
3824,georges simenon,ernest hemingway,Inspector Maigret and the burglar's wife,1957
3825,alan moorehead,ernest hemingway,No room in the ark,1959
3826,robert louis stevenson,ernest hemingway,The works of Robert Louis Stevenson,1906
3827,james stevenson-hamilton,ernest hemingway,"South African Eden, from Sabi game reserve to Kruger national park",1952
3828,alan moorehead,ernest hemingway,A summer night,1954
3829,alan moorehead,ernest hemingway,The traitors,1952
3830,alan moorehead,ernest hemingway,The Villa Diana,1951
3831,alan moorehead,ernest hemingway,The White Nile,1960
3832,lewis jefferson moorman,ernest hemingway,La tuberculosis en los grandes genios,1944
3833,próspero morales pradilla,ernest hemingway,Más acá,1948
3834,charles moran,ernest hemingway,"The sea of memories: the story of Mediterranean strife, past and present",1942
3835,eugene f. moran,ernest hemingway,Tugboat: the Moran story,1956
3836,eugene f. moran,ernest hemingway,Tugboat: the Moran story,1956
3837,paul morand,ernest hemingway,Rien que la terre: voyage,1926
3838,james stevenson-hamilton,ernest hemingway,Wild life in South Africa,1950
3839,paul morand,ernest hemingway,Vie de Guy de Maupassant,1942
3840,elsa morante,ernest hemingway,House of liars,1951
3841,helga moray,ernest hemingway,Tisa: a historical novel,1953
3842,r. de morchapt,ernest hemingway,La cuisine pratique au temps où nous vivons,1942
3843,a. moreau,ernest hemingway,Guerre de demain; le combattant: essai de psychologie,1934
3844,médéric louis elie moreau de saint-méry,ernest hemingway,Moreau de St. Méry's American journey (1793-1798),1947
3845,arnould moreaux,ernest hemingway,Anatomie artistique: précis d'anatomie osseuse et musculaire,1947
3846,abelardo moreno,ernest hemingway,"Estudio anatómico del género polymita beck [Polinices picta, Baracoa?]",1950
3847,abelardo moreno,ernest hemingway,La fauna de Cuba,1945
3848,marino moretti,ernest hemingway,La vedova fioravanti,1952
3849,albert morgan,ernest hemingway,Cast of characters,1957
3850,ann haven morgan,ernest hemingway,Field book of ponds and streams: an introduction to the life of fresh water,1930
3851,dale lowell morgan,ernest hemingway,The Great Salt Lake,1947
3852,deck morgan,ernest hemingway,Deck Morgan's Winter carnival,1935
3853,edwin morgan,ernest hemingway,Flower of evil: a life of Charles Baudelaire,1943
3854,sir frederick edgworth morgan,ernest hemingway,Overture to Overlord,1950
3855,murray cromwell morgan,ernest hemingway,Dixie raider: the saga of the C.S.S. Shenandoah,1948
3856,william james morgan,ernest hemingway,The O.S.S. and I,1958
3857,manuel [a. + b.] moriano vivó,ernest hemingway,"La caza de la perdiz con reclamo, segunda edición",1923
3858,samuel eliot morison,ernest hemingway,History of United States naval operations in World War II,1947
3859,george morrill,ernest hemingway,Dark sea running,1959
3860,boris morros,ernest hemingway,"My ten years as a counterspy, as told to Charles Samuels",1959
3861,donald r. morris,ernest hemingway,China station,1952
3862,donald r. morris,ernest hemingway,Warm bodies,1957
3863,lloyd r. morris,ernest hemingway,A threshold in the sun,1943
3864,percy a. morris,ernest hemingway,A field guide to the shells of our Atlantic coast,1947
3865,wright morris,ernest hemingway,Ceremony in Lone Tree,1960
3866,wright morris,ernest hemingway,The field of vision,1956
3867,wright morris,ernest hemingway,The home place,1948
3868,wright morris,ernest hemingway,The home place,1948
3869,wright morris,ernest hemingway,The huge season,1954
3870,wright morris,ernest hemingway,The inhabitants,1946
3871,wright morris,ernest hemingway,Love among the cannibals,1958
3872,wright morris,ernest hemingway,The territory ahead,1958
3873,frances clary morse,ernest hemingway,Furniture of the olden time,1941
3874,jacques mortane,ernest hemingway,"Évasions d'aviateurs, 1914-1918",1928
3875,frederic morton,ernest hemingway,Asphalt and desire,1952
3876,john s. mosher,ernest hemingway,Liar dice,1939
3877,leonard mosley,ernest hemingway,Gideon goes to war,1955
3878,james alfred moss,ernest hemingway,Noncommissioned officers' manual,1917
3879,william mostyn-owen,ernest hemingway,Bibliografia di Bernard Berenson,1955
3880,willard motley,ernest hemingway,Knock on any door,1947
3881,pietro motti,ernest hemingway,Le compagnon de voyage: Italien,1912
3882,earl louis [marco] mountbatten mountbatten of burma,ernest hemingway,An introduction to polo,1937
3883,paul scott mowrer,ernest hemingway,"Fifi; or, Something entirely new: a comedy in one act",1956
3884,paul scott mowrer,ernest hemingway,The house of Europe,1945
3885,paul scott mowrer,ernest hemingway,Poems between wars: Hail Illinois! France farewell,1941
3886,guy muldoon,ernest hemingway,Leopards in the night,1955
3887,guy muldoon,ernest hemingway,The trumpeting herd,1957
3888,lewis mumford,ernest hemingway,Man as interpreter,1950
3889,albert henry munday,ernest hemingway,Practical flying in war and peace,1940
3890,charles clark munn,ernest hemingway,The heart of Uncle Terry,1915
3891,ebbe sadolin,ernest hemingway,Vandringer i Venedig,1956
3892,angel sáenz de heredia y suárez argudin,ernest hemingway,Las corridas de toros en la actualidad,1914
3893,antoine de saint-exupéry,ernest hemingway,Flight to Arras,1942
3894,saint-paulien,ernest hemingway,"Le soleil des morts, scènes de la vie espagnole",1953
3895,antónio de oliveira salazar,ernest hemingway,Doctrine and action,1939
3896,j. d. salinger,ernest hemingway,The catcher in the rye,1951
3897,j. d. salinger,ernest hemingway,Nine stories,1953
3898,guy salisbury-jones,ernest hemingway,So full a glory: a biography of Marshal de Lattre de Tassigny,1955
3899,andré salmon,ernest hemingway,"Modigliani, a memoir",1961
3900,ernst von salomon,ernest hemingway,Fragebogen. The questionnaire,1955
3901,james salter,ernest hemingway,The hunters,1956
3902,edgar saltus,ernest hemingway,Imperial purple,1906
3903,gaetano salvemini,ernest hemingway,Under the axe of fascism,1936
3904,lee samuels,ernest hemingway,A Hemingway check list,1951
3905,gualtieri di san lazzaro,ernest hemingway,Klee: a study of his life and work,1957
3906,carlos enrique sánchez,ernest hemingway,Los huesos nombrados,1949
3907,adolfo sánchez carrere,ernest hemingway,"Hablando con el ""Gallo"" de la pasión : informaciones cómicas",1914
3908,josé sánchez de neira,ernest hemingway,"Gran diccionario taurómaco; comprende todas las voces técnicas conocidas en el arte; origen, historia, influencia en l",1896
3909,josé sánchez de neira,ernest hemingway,El toreo : gran diccionario tauromáquico. Comprende todas las voces técnicas conocidas en el arte; arte de torear,1879
3910,rafael sánchez ferlosio,ernest hemingway,El Jarama,1957
3911,mario sánchez roig,ernest hemingway,La pesca en Cuba,1947
3912,carl sandburg,ernest hemingway,Abraham Lincoln: the prairie years,1926
3913,carl sandburg,ernest hemingway,Abraham Lincoln: the prairie years,1926
3914,carl sandburg,ernest hemingway,Abraham Lincoln: the prairie years and the war years,1954
3915,carl sandburg,ernest hemingway,Abraham Lincoln: the war years,1939
3916,carl sandburg,ernest hemingway,Always the young strangers,1953
3917,carl sandburg,ernest hemingway,Always the young strangers,1952
3918,carl sandburg,ernest hemingway,The American songbag,1927
3919,carl sandburg,ernest hemingway,Lincoln collector: the story of Oliver R. Barrett's great private collection,1950
3920,carl sandburg,ernest hemingway,A Lincoln preface,1953
3921,carl sandburg,ernest hemingway,Remembrance Rock,1948
3922,carl sandburg,ernest hemingway,Rootabaga stories,1923
3923,carl sandburg,ernest hemingway,The Sandburg range,1957
3924,george sanders,ernest hemingway,Crime on my hands,1944
3925,george p. sanderson,ernest hemingway,Thirteen years among the wild beasts of India: their haunts and habits from personal observations,1879
3926,ivan terence sanderson,ernest hemingway,Animal treasure,1937
3927,ivan terence sanderson,ernest hemingway,Caribbean treasure,1939
3928,ivan terence sanderson,ernest hemingway,Follow the whale,1956
3929,ivan terence sanderson (ed.),ernest hemingway,Animal tales: an anthology of animal literature of all countries,1946
3930,mari sandoz,ernest hemingway,Old Jules,1935
3931,edwyn sandys,ernest hemingway,Upland game birds,1902
3932,jacinto sanfeliú brucart,ernest hemingway,El Bar: Evolución y arte del cocktail,1949
3933,mrs. d. p. sanford,ernest hemingway,Pussy tip-toes' family: a story for our little girls and boys,1875
3934,john b. sanford,ernest hemingway,Make my bed in hell,1954
3935,john b. sanford,ernest hemingway,The old man's place,1935
3936,leonard cutler sanford,ernest hemingway,The water-fowl family,1924
3937,paul sann,ernest hemingway,The lawless decade: a pictorial history of a great American transition: from the World War I armistice and prohibition to repeal and the New Deal,1957
3938,william sansom,ernest hemingway,The cautious heart,1958
3939,leonard sansone,ernest hemingway,The Wolf,1945
3940,eduardo santa,ernest hemingway,La provincia perdida,1957
3941,george santayana,ernest hemingway,Essays in literary criticism,1956
3942,george santayana,ernest hemingway,"The life of reason: or, the phases of human progress",1954
3943,george santayana,ernest hemingway,Persons and places,1944
3944,george santayana,ernest hemingway,"Persons and places, vol. 1 of 3",1944
3945,ross santee,ernest hemingway,The bubbling spring,1949
3946,ross santee,ernest hemingway,Dog days,1955
3947,ross santee,ernest hemingway,Lost pony tracks,1956
3948,luigi santucci,ernest hemingway,Lo zio prete: dieci racconti,1952
3949,simón sarasola,ernest hemingway,Los huracanes en las Antillas,1928
3950,lew r. sarett,ernest hemingway,Wings against the moon,1931
3951,winthrop sargeant,ernest hemingway,"Geniuses, goddesses, and people",1949
3952,arthur j. sarl,ernest hemingway,"Horses, jockeys & crooks: reminiscences of thirty years' racing",1936
3953,william saroyan,ernest hemingway,The adventures of Wesley Jackson,1946
3954,william saroyan,ernest hemingway,The bicycle rider in Beverly Hills,1952
3955,edwin sarsfield,ernest hemingway,The black fox walks,1941
3956,jean-paul sartre,ernest hemingway,The age of reason,1947
3957,jean paul sartre,ernest hemingway,"Les chemins de la liberté, vol. I: l'âge de raison, vol. II: le sursis",1945
3958,jean-paul sartre,ernest hemingway,Le mur,1939
3959,jean-paul sartre,ernest hemingway,La nausée: roman,1938
3960,jean-paul sartre,ernest hemingway,Sartre par lui-même,1955
3961,jean-paul sartre,ernest hemingway,Situations I,1947
3962,alfred walter stewart,ernest hemingway,A minor operation,1937
3963,george rippey stewart,ernest hemingway,"Pickett's charge: a microhistory of the final attack at Gettysburg, July 3, 1863",1959
3964,george rippey stewart,ernest hemingway,Storm: a novel,1945
3965,john innes mackintosh stewart,ernest hemingway,A use of riches,1957
3966,maxwell slutz stewart,ernest hemingway,The Negro in America,1945
3967,sidney stewart,ernest hemingway,Give us this day,1957
3968,julius oscar stieglitz,ernest hemingway,Chemistry in medicine; a cooperative treatise intended to give examples of progress made in medicine with the aid of che,1928
3969,chauncy hugh stigand,ernest hemingway,Hunting the elephant in Africa and other recollections of thirteen years' wanderings,1913
3970,james still,ernest hemingway,River of earth,1940
3971,joseph warren stilwell,ernest hemingway,The Stilwell papers,1948
3972,thomas louis stix,ernest hemingway,"Say it ain't so, Joe.",1947
3973,j. roy stockton,ernest hemingway,The gashouse gang,1948
3974,j. roy stockton,ernest hemingway,The Gashouse gang and a couple of other guys,1945
3975,herbert l. stoddard,ernest hemingway,"The bobwhite quail, its habits, preservation, and increase",1932
3976,irving stone,ernest hemingway,"Lust for life, the novel of Vincent van Gogh",1955
3977,irving stone,ernest hemingway,Men to match my mountains; the opening of the Far West 1840-1900,1956
3978,frederick j. stopp,ernest hemingway,Evelyn Waugh: portrait of an artist,1958
3979,colton storm,ernest hemingway,"Invitation to book collecting : its pleasures and practices, with kindred discussions of manuscripts, maps, and prints",1947
3980,hans otto storm,ernest hemingway,Count ten,1940
3981,[n.auth],ernest hemingway,The story of a revolution,1959
3982,samuel andrew stouffer,ernest hemingway,The American soldier [Vol. 1 - Adjustment during Army life. Vol. 2 - Combat and its aftermath],1949
3983,harriet beecher stowe,ernest hemingway,Agnes of Sorrento,1862
3984,leland stowe,ernest hemingway,Hitler est-ce la guerre? Nazi Germany means war,1934
3985,baron joseph montague kenworthy strabolgi,ernest hemingway,The battle of the river Plate,1940
3986,baron joseph montague kenworthy strabolgi,ernest hemingway,Narvik and after; a study of the Scandinavian campaign,1940
3987,john strachey,ernest hemingway,The frontiers,1952
3988,lytton strachey,ernest hemingway,Elizabeth and Essex: a tragic history,1928
3989,olle strandberg,ernest hemingway,Jambo,1954
3990,olle strandberg,ernest hemingway,Jambo means hello,1956
3991,børge strandnæs,ernest hemingway,Fire lande uden vejskilt; rejseoplevelser fra Mellemamerika,1954
3992,michael strange,ernest hemingway,Who tells me true,1940
3993,robert strausz-hupé,ernest hemingway,Geopolitics: the struggle for space and power,1942
3994,clarence kirshman streit,ernest hemingway,Freedom against itself,1954
3995,siegfried sassoon,ernest hemingway,Memoirs of a fox-hunting man,1947
3996,siegfried sassoon,ernest hemingway,Sherston's progress,1937
3997,john hadfield (ed.),ernest hemingway,The Saturday book (1954),1954
3998,karl marquard sauer,ernest hemingway,Spanische konversations-grammatik zum schul- und privatunterricht,1941
3999,karl marquard sauer,ernest hemingway,Italian conversation-grammar,1927
4000,henri émile sauvage,ernest hemingway,La Grande Pêche (Les Poissons),1891
4001,les savage,ernest hemingway,Shadow riders of the Yellowstone,1952
4002,thomas savage,ernest hemingway,The pass,1957
4003,willard w. savoy,ernest hemingway,Alien land,1949
4004,edmund joseph sawyer,ernest hemingway,"Bird houses, baths and feeding shelters; how to make and where to place them",1955
4005,dorothy l. sayers,ernest hemingway,Clouds of witness,1940
4006,alexander schacht,ernest hemingway,Clowning through baseball,1941
4007,jack schaefer,ernest hemingway,The canyon,1953
4008,jack schaefer,ernest hemingway,Company of cowards,1957
4009,georges simenon,ernest hemingway,Liberty Bar,1936
4010,georges simenon,ernest hemingway,Le locataire,1934
4011,georges simenon,ernest hemingway,Maigret,1934
4012,georges simenon,ernest hemingway,Maigret travels south,1945
4013,georges simenon,ernest hemingway,The man who watched the trains go by,1946
4014,georges simenon,ernest hemingway,La Marie du port,1938
4015,georges simenon,ernest hemingway,La maison du canal,1933
4016,georges simenon,ernest hemingway,Les noces de Poitiers ; le Rapport du gendarme ; G 7,1951
4017,georges simenon,ernest hemingway,Les nouvelles enquêtes de Maigret,1944
4018,georges simenon,ernest hemingway,La nuit du carrefour,1936
4019,georges simenon,ernest hemingway,L'ombre chinoise,1932
4020,georges simenon,ernest hemingway,"Le passager du ""Polarlys""",1932
4021,georges simenon,ernest hemingway,Le pendu de Saint-Pholien,1931
4022,georges simenon,ernest hemingway,Pietr-le-Letton,1936
4023,georges simenon,ernest hemingway,Les Pitard,1935
4024,georges simenon,ernest hemingway,Quartier ne_gre,1935
4025,georges simenon,ernest hemingway,Les rescapés du Télémaque,1938
4026,georges simenon,ernest hemingway,Les sept minutes,1938
4027,georges simenon,ernest hemingway,"Signé Picpus, suivi de L'inspecteur Cadavre, Félicie est là, Nouvelles exotiques",1944
4028,georges simenon,ernest hemingway,Les suicidés,1934
4029,georges simenon,ernest hemingway,La tête d'un homme,1931
4030,georges simenon,ernest hemingway,Les 13 mystères,1932
4031,georges simenon,ernest hemingway,"Touriste de bananes, ou les dimanches de Tahiti",1938
4032,georges simenon,ernest hemingway,Les trois crimes de mes amis,1938
4033,georges simenon,ernest hemingway,Tropic moon,1958
4034,eleanor booth simmons,ernest hemingway,Cats,1935
4035,ernest joseph simmons,ernest hemingway,Leo Tolstoy,1946
4036,ernest joseph simmons,ernest hemingway,"USSR, a concise handbook",1947
4037,herbert simmons,ernest hemingway,"Corner boy, a novel",1957
4038,richard f. simmons,ernest hemingway,Wildcat cartridges,1947
4039,edith simon,ernest hemingway,The piebald standard; a biography of the Knights Templars,1959
4040,hudson strode,ernest hemingway,The pageant of Cuba,1934
4041,leonard alfred george strong,ernest hemingway,Shake hands and come out fighting,1938
4042,william strunk,ernest hemingway,The elements of style,1959
4043,joseph strutt,ernest hemingway,"The sports and pastimes of the people of England; including the rural and domestic recreations, May games, mummeries, sh",1876
4044,john leighton stuart,ernest hemingway,"Fifty years in China; the memoirs of John Leighton Stuart, missionary and ambassador",1954
4045,luigi sturzo,ernest hemingway,Italy and the coming world,1945
4046,william styron,ernest hemingway,"Lie down in darkness, a novel",1951
4047,silvano suarez,ernest hemingway,El esqueleto del leopardo; notas sobre la obra de Ernest Hemingway,1955
4048,ilona ralf sues,ernest hemingway,Shark's fins and millet,1944
4049,oscar antonio de succar,ernest hemingway,Spanish in record time without a teacher,1954
4050,walter sullivan,ernest hemingway,Quest for a continent,1957
4051,cyrus leo sulzberger,ernest hemingway,My brother death,1961
4052,kay summersby morgan,ernest hemingway,Eisenhower was my boss,1948
4053,sunset,ernest hemingway,"Chefs of the West, by four hundred and seventy-four of the best men cooks in the west",1951
