,Book Author,Book Owner,Book Title,Publication Year
366,james boswell,ernest hemingway,"Boswell on the grand tour: Italy, Corsica, and France, 1765-1766",1955
367,herbert ernest bates,ernest hemingway,Fair stood the wind for France,1944
368,marston bates,ernest hemingway,The natural history of mosquitoes,1949
369,marston bates,ernest hemingway,The nature of natural history,1954
370,james boswell,ernest hemingway,"The life of Samuel Johnson, LL.D",1925
371,a.h. batten pooll,ernest hemingway,Some globe trottings with a rod,1937
372,james boswell,ernest hemingway,"London journal, 1762-1763",1950
373,charles baudelaire,ernest hemingway,Les fleurs du mal,1944
374,charles baudelaire,ernest hemingway,Les fleurs du mal,1940
375,charles baudelaire,ernest hemingway,Les fleurs du mal,1894
376,charles baudelaire,ernest hemingway,Morceaux choisis: Poëmes et proses,1939
377,gérard bauër,ernest hemingway,Dessins de maîtres (XVe-XVIIIe siècles) de L'Albertina de Vienne,1948
378,james e. baum,ernest hemingway,Savage Abyssinia,1927
379,robert newton bavier,ernest hemingway,Sailing to win,1947
380,james phinney baxter,ernest hemingway,Scientists against time,1946
381,walter baxter,ernest hemingway,Look down in mercy,1952
382,herbert bayer,ernest hemingway,"Bauhaus, 1919-1928",1938
383,leo g. bayer,ernest hemingway,Paper chase,1943
384,dorothy julia baynes,ernest hemingway,In search of two characters; some intimate aspects of Napoleon and his son,1946
385,edward latimer beach,ernest hemingway,Submarine!,1953
386,edward latimer beach,ernest hemingway,Submarine!,1952
387,joseph warren beach,ernest hemingway,"American fiction, 1920-1940",1941
388,sylvia beach,ernest hemingway,Ulysses in Paris,1956
389,peter s. beagle,ernest hemingway,"A fine and private place, a novel",1960
390,carleton beals,ernest hemingway,The crime of Cuba,1933
391,charles edwin woodrow bean,ernest hemingway,On the wool track,1947
392,charles austin beard,ernest hemingway,The republic; conversations on fundamentals,1944
393,allan r. bosworth,ernest hemingway,Border roundup,1947
394,bernard botein,ernest hemingway,The prosecutor,1957
395,carl huntington bottume,ernest hemingway,Sailor's choice,1951
396,xavier marcel boulestin,ernest hemingway,Having crossed the channel,1934
397,pierre boulle,ernest hemingway,Bridge over the River Kwai,1954
398,vance bourjaily,ernest hemingway,Confessions of a spent youth,1960
399,vance bourjaily,ernest hemingway,The end of my life,1947
400,vance bourjaily,ernest hemingway,The hound of earth,1955
401,vance bourjaily (ed.),ernest hemingway,Discovery No. 2,1953
402,vance bourjaily (ed.),ernest hemingway,Discovery No. 3,1954
403,vance bourjaily (ed.),ernest hemingway,Discovery No. 5,1955
404,john gregory bourke,ernest hemingway,An Apache campaign in the Sierra Madre; an account of the expedition in pursuit of the hostile Chiricahua Apaches in the spring of 1883,1958
405,john gregory bourke,ernest hemingway,An Apache campaign in the Sierra Madre; an account of the expedition in pursuit of the hostile Chiricahua Apaches in the spring of 1883,1958
406,anatole bourman,ernest hemingway,The tragedy of Nijinsky,1936
407,nathaniel bowditch,ernest hemingway,American practical navigator,1943
408,charles austin beard,ernest hemingway,America in midpassage,1939
409,james beard,ernest hemingway,How to eat better for less money,1956
410,catherine drinker bowen,ernest hemingway,"The lion and the throne: the life and times of Sir Edward Coke, 1552-1634",1957
411,pierre béarn,ernest hemingway,Misères: Nouvelles,1947
412,pierre béarn,ernest hemingway,Les oiseaux sont ivres,1946
413,catherine drinker bowen,ernest hemingway,Yankee from Olympus: Justice Holmes and his family,1944
414,norman beasley,ernest hemingway,"Frank Knox, American; a short biography",1936
415,elizabeth bowen,ernest hemingway,Look at all those roses: short stories,1941
416,cecil walter hardy beaton,ernest hemingway,Time exposure,1941
417,finlay cochrane beatson,ernest hemingway,Wellington: the Bidassoa and Nivelle,1931
418,elizabeth bowen,ernest hemingway,Selected stories,1946
419,edward w. beattie,ernest hemingway,Diary of a kriegie,1946
420,willard leon beaulac,ernest hemingway,Career ambassador,1951
421,elizabeth bowen,ernest hemingway,The Shelbourne Hotel,1951
422,marjorie bowen,ernest hemingway,"Great tales of horror: being a collection of strange stories of amazement, horror and wonder selected with an introducti",1933
423,simone de beauvoir,ernest hemingway,The Mandarins: a novel,1956
424,claude gernade bowers,ernest hemingway,My mission to Spain: watching the rehearsal for World War II,1954
425,jules bebie,ernest hemingway,"Manual of explosives, military pyrotechnics, and chemical warfare agents",1943
426,claude gernade bowers,ernest hemingway,The tragic era: the revolution after Lincoln,1929
427,josé becerra y alvarez,ernest hemingway,El consultor taurino,1916
428,carl lotus becker,ernest hemingway,How new will the better world be? A discussion of post-war reconstruction,1944
429,claude gernade bowers,ernest hemingway,The tragic era: the revolution after Lincoln,1929
430,ivan lawrence becker,ernest hemingway,The vapor trail: poetic tributes to slain World War II heroes of Air Group 21 and the Carrier Press,1959
431,stephen d. becker,ernest hemingway,The season of the stranger,1951
432,samuel beckett,ernest hemingway,The unnamable,1958
433,paul frederic bowles,ernest hemingway,Let it come down,1952
434,[n.auth],ernest hemingway,The bedside tale: a gay collection,1945
435,paul frederic bowles,ernest hemingway,The sheltering sky,1949
436,paul frederic bowles,ernest hemingway,The spider's house,1955
437,clair francis bee,ernest hemingway,The basketball library [4 volumes],1942
438,lucius morris beebe,ernest hemingway,Snoot if you must,1943
439,paul frederic bowles,ernest hemingway,Yallah,1957
440,[n.auth],ernest hemingway,The book of naturalists: an anthology of the best natural history,1945
441,peter bowman,ernest hemingway,Beach red: a novel,1945
442,[n.auth],ernest hemingway,"La boxe anglaise & française, par les champions du ring",1911
443,thomas beer,ernest hemingway,Stephen Crane: a study in American letters,1924
444,[n.auth],ernest hemingway,Boxing,1928
445,max beerbohm,ernest hemingway,Mainly on the air,1947
446,[n.auth],ernest hemingway,Boxing News record,1952
447,max beerbohm,ernest hemingway,Zuleika Dobson,1911
448,ernest augustus boyd,ernest hemingway,"Portraits: real and imaginary, being memories and impressions of friends and contemporaries with appreciations of divers",1924
449,samuel nathaniel behrman,ernest hemingway,Duveen,1952
450,john bay beith,ernest hemingway,The king's service : an informal history of the British infantry soldier,1938
451,james boyd,ernest hemingway,Drums,1928
452,john bay beith,ernest hemingway,The willing horse,1921
453,james boyd,ernest hemingway,Long Hunt,1930
454,james boyd,ernest hemingway,Marching on,1927
455,james boyd (ed.),ernest hemingway,The Free Company presents: a collection of plays about the meaning of America,1941
456,vladimir belayev,ernest hemingway,The old fortress: a trilogy,1931
457,thomas alexander boyd,ernest hemingway,Mad Anthony Wayne,1929
458,john boyes,ernest hemingway,The company of adventurers,1928
459,joaquin belda,ernest hemingway,La Revolución del 69: Novela comunista,1931
460,kay boyle,ernest hemingway,Monday night,1938
461,kay boyle,ernest hemingway,Short stories,1929
462,neil boyton,ernest hemingway,Whoopee! The story of a Catholic summer camp,1923
463,charles brackett,ernest hemingway,American colony,1929
464,ray bradbury,ernest hemingway,The golden apples of the sun,1954
465,ray bradbury,ernest hemingway,The Martian chronicles,1950
466,russell braddon,ernest hemingway,The white mouse,1957
467,hugh bradley,ernest hemingway,Havana: Cinderella's city,1941
468,fred bradna,ernest hemingway,"The big top: my forty years with the Greatest Show on Earth, as told to Hartzell Spence",1952
469,marc' antonio bragadin,ernest hemingway,Che ha fatto la Marina? (1940-1945),1949
470,robert j. braidwood,ernest hemingway,Prehistoric men,1957
471,houston branch,ernest hemingway,Diamond Head,1948
472,houston branch,ernest hemingway,Diamond Head,1948
473,v.c. branham,ernest hemingway,Encyclopedia of Criminology,1949
474,henry c. branson,ernest hemingway,Case of the giant killer,1944
475,georges braque,ernest hemingway,Testimony against Gertrude Stein. Supplement to Transition 1934-35 (no. 23).,1935
476,h.g. thursfield (ed.),ernest hemingway,"Brassey's naval annual, 1947",1947
477,braun et compagnie,ernest hemingway,Musée des Thermes et de Cluny,1920
478,nicolás bravo,ernest hemingway,El destino humano y las Américas: un reportaje de actualidad,1954
479,winston brebner,ernest hemingway,The second circle,1951
480,charles marcus breder,ernest hemingway,Field book of marine fishes of the Atlantic coast from Labrador to Texas: being a short description of their characteris,1929
481,harvey breit,ernest hemingway,The writer observed,1956
482,mary moore bremer,ernest hemingway,New Orleans recipes,1932
483,gerald brenan,ernest hemingway,The literature of the Spanish people from Roman times to the present day,1957
484,gerald brenan,ernest hemingway,South from Granada,1957
485,edin brenes,ernest hemingway,El hombre de negro: an elementary Spanish reader,1949
486,fresia brenes de hilarov,ernest hemingway,Sinfonía lírica,1949
487,dan brennan,ernest hemingway,The naked night,1957
488,dan brennan,ernest hemingway,Never so young again,1946
489,anita brenner,ernest hemingway,"Your Mexican holiday: a modern guide, 1941-1942. Revised edition with complete motor maps and directory.",1941
490,andré breton,ernest hemingway,Nadja,1928
491,bessie breuer,ernest hemingway,The actress,1957
492,jack belden,ernest hemingway,China shakes the world,1949
493,douglas herbert bell,ernest hemingway,Wellington's officers,1938
494,ed bell,ernest hemingway,The lonely people and their strange ways,1957
495,frederick jackson bell,ernest hemingway,Condition red; destroyer action in the south Pacific,1943
496,gertrude lowthian bell,ernest hemingway,The letters of Gertrude Bell,1927
497,hugh maclachlan bell,ernest hemingway,Bahamas: isles of June,1934
498,walter dalrymple maitland bell,ernest hemingway,The wanderings of an elephant hunter,1958
499,henry bellamann,ernest hemingway,Kings Row,1940
500,hilaire belloc,ernest hemingway,Towns of destiny,1931
501,josé maría belloch puig,ernest hemingway,Prohibido vivir,1957
502,maria bellonci,ernest hemingway,The life and times of Lucrezia Borgia,1953
503,felice bellotti,ernest hemingway,Fabulous Congo,1954
504,saul bellow,ernest hemingway,Dangling man,1944
505,joaquín bellsolá,ernest hemingway,El toro de lidia,1912
506,jacques vital belmas,ernest hemingway,"Journaux des sièges faits ou soutenus par les Français dans la péninsule de 1807 à 1814: Rédigés, d'après les ord",1836
507,juan belmonte y garcía,ernest hemingway,"Juan Belmonte, killer of bulls; the autobiography of a matador as told to Manuel Chaves Nogales",1953
508,guy belzacq,ernest hemingway,Les guides ont leurs étoiles,1957
509,ludwig bemelmans,ernest hemingway,"Are you hungry, are you cold",1960
510,ludwig bemelmans,ernest hemingway,The best of times: an account of Europe revisited,1948
511,herschel brickell (ed.),ernest hemingway,"Cuentistas norteamericanos: Poe, Washington Irving, Hawthorne, Bret Harte, O. Henry, Mark Twain, Henry James, Sherwood Anderson, Steinbeck, Hemingway, Faulkner",1946
512,herschel brickell (ed.),ernest hemingway,"Cuentistas norteamericanos: Poe, Washington Irving, Hawthorne, Bret Harte, O. Henry, Mark Twain, Henry James, Sherwood Anderson, Steinbeck, Hemingway, Faulkner",1946
513,herschel brickell (ed.),ernest hemingway,Prize Stories of 1947. The O. Henry awards,1947
514,richard max brickner,ernest hemingway,Is Germany incurable?,1943
515,ludwig bemelmans,ernest hemingway,The blue Danube,1945
516,ludwig bemelmans,ernest hemingway,Hotel Bemelmans,1946
517,ludwig bemelmans,ernest hemingway,Hotel Splendide,1941
518,clare a. briggs,ernest hemingway,Oh man! A bully collection of those inimitable human cartoons,1919
519,ludwig bemelmans,ernest hemingway,How to travel incognito,1952
520,clare a. briggs,ernest hemingway,"Oh, Skin-nay! The days of real sport",1913
521,ludwig bemelmans,ernest hemingway,"I love you, I love you, I love you",1942
522,ellis o. briggs,ernest hemingway,Shots heard round the world; an ambassador's hunting adventures on four continents,1957
523,ludwig bemelmans,ernest hemingway,My war with the United States,1937
524,ludwig bemelmans,ernest hemingway,My war with the United States,1941
525,ludwig bemelmans,ernest hemingway,Now I lay me down to sleep,1943
526,robert bright,ernest hemingway,The spirit of the chase,1956
527,jean anthelme brillat-savarin,ernest hemingway,The physiology of taste: meditations on transcendental gastronomy,1948
528,william brinkley,ernest hemingway,Quicksand,1956
529,john malcolm brinnin,ernest hemingway,Dylan Thomas in America: an intimate journal,1955
530,john malcolm brinnin,ernest hemingway,The third rose: Gertrude Stein and her world,1959
531,ray brock,ernest hemingway,Ghost on horseback: the incredible Atatu_rk,1954
532,ludwig bemelmans,ernest hemingway,The woman of my life,1957
533,ray brock,ernest hemingway,Ghost on horseback: the incredible Atatu_rk,1954
534,ray brock,ernest hemingway,Ghost on horseback: the incredible Atatu_rk,1954
535,ludwig bemelmans,ernest hemingway,The world of Bemelmans: an omnibus,1955
536,manuel d. benavides,ernest hemingway,El último pirata del Mediterráneo: reportaje,1934
